Id,Label
258,cavalo
259,gato
260,veado
261,sapo
262,automovel
263,automovel
264,automovel
265,sapo
266,sapo
267,automovel
268,gato
269,veado
270,cachorro
271,gato
272,caminhao
273,aviao
274,gato
275,automovel
276,cachorro
277,veado
278,aviao
279,caminhao
280,passaro
281,caminhao
282,gato
283,caminhao
284,veado
285,passaro
286,gato
287,cavalo
288,cachorro
289,cachorro
290,aviao
291,sapo
292,caminhao
293,automovel
294,navio
295,sapo
296,cavalo
297,navio
298,cachorro
299,aviao
300,sapo
301,cachorro
302,navio
303,passaro
304,navio
305,cavalo
306,passaro
307,cachorro
308,caminhao
309,sapo
310,passaro
311,sapo
312,cavalo
313,aviao
314,sapo
315,passaro
316,caminhao
317,navio
318,aviao
319,gato
320,automovel
321,passaro
322,navio
323,aviao
324,sapo
325,aviao
326,passaro
327,veado
328,cavalo
329,gato
330,cavalo
331,sapo
332,navio
333,passaro
334,cachorro
335,caminhao
336,aviao
337,navio
338,gato
339,gato
340,automovel
341,cavalo
342,caminhao
343,gato
344,aviao
345,caminhao
346,cachorro
347,aviao
348,veado
349,caminhao
350,aviao
351,gato
352,gato
353,automovel
354,aviao
355,sapo
356,automovel
357,sapo
358,passaro
359,passaro
360,sapo
361,cavalo
362,gato
363,sapo
364,gato
365,gato
366,passaro
367,navio
368,automovel
369,veado
370,navio
371,cachorro
372,cavalo
373,automovel
374,cavalo
375,automovel
376,gato
377,gato
378,navio
379,veado
380,sapo
381,veado
382,cachorro
383,navio
384,veado
385,automovel
386,sapo
387,cachorro
388,gato
389,sapo
390,aviao
391,automovel
392,navio
393,aviao
394,sapo
395,navio
396,cachorro
397,automovel
398,passaro
399,navio
400,passaro
401,passaro
402,passaro
403,navio
404,automovel
405,cavalo
406,aviao
407,cavalo
408,cavalo
409,sapo
410,veado
411,aviao
412,aviao
413,navio
414,caminhao
415,cavalo
416,navio
417,navio
418,automovel
419,navio
420,cachorro
421,cachorro
422,automovel
423,veado
424,passaro
425,cachorro
426,cavalo
427,sapo
428,caminhao
429,caminhao
430,automovel
431,cavalo
432,passaro
433,cavalo
434,cachorro
435,navio
436,passaro
437,gato
438,cachorro
439,passaro
440,cachorro
441,automovel
442,gato
443,cavalo
444,automovel
445,veado
446,gato
447,cavalo
448,navio
449,sapo
450,gato
451,automovel
452,sapo
453,cavalo
454,caminhao
455,caminhao
456,caminhao
457,caminhao
458,cachorro
459,passaro
460,cavalo
461,navio
462,aviao
463,caminhao
464,passaro
465,cavalo
466,cachorro
467,aviao
468,caminhao
469,aviao
470,veado
471,passaro
472,veado
473,aviao
474,gato
475,caminhao
476,navio
477,sapo
478,veado
479,cachorro
480,veado
481,veado
482,veado
483,caminhao
484,cachorro
485,passaro
486,cavalo
487,caminhao
488,navio
489,gato
490,caminhao
491,veado
492,gato
493,passaro
494,gato
495,caminhao
496,veado
497,cachorro
498,caminhao
499,navio
500,veado
501,gato
502,navio
503,cachorro
504,aviao
505,veado
506,automovel
507,passaro
508,caminhao
509,gato
510,gato
511,veado
512,aviao
513,veado
514,veado
515,aviao
516,cachorro
517,passaro
518,automovel
519,cavalo
520,sapo
521,automovel
522,passaro
523,sapo
524,aviao
525,sapo
526,caminhao
527,caminhao
528,gato
529,gato
530,navio
531,automovel
532,veado
533,caminhao
534,gato
535,automovel
536,aviao
537,aviao
538,passaro
539,caminhao
540,cachorro
541,passaro
542,gato
543,cavalo
544,sapo
545,gato
546,sapo
547,navio
548,passaro
549,cachorro
550,caminhao
551,sapo
552,cachorro
553,gato
554,aviao
555,sapo
556,veado
557,caminhao
558,veado
559,sapo
560,cachorro
561,navio
562,navio
563,navio
564,navio
565,caminhao
566,cavalo
567,navio
568,sapo
569,caminhao
570,passaro
571,aviao
572,cavalo
573,gato
574,sapo
575,sapo
576,caminhao
577,caminhao
578,veado
579,cachorro
580,veado
581,gato
582,caminhao
583,sapo
584,passaro
585,cavalo
586,aviao
587,cachorro
588,cachorro
589,cavalo
590,cachorro
591,gato
592,aviao
593,automovel
594,cachorro
595,aviao
596,sapo
597,gato
598,cavalo
599,navio
600,aviao
601,gato
602,cachorro
603,gato
604,sapo
605,sapo
606,automovel
607,caminhao
608,cachorro
609,gato
610,cachorro
611,cachorro
612,cachorro
613,sapo
614,cavalo
615,cavalo
616,veado
617,veado
618,caminhao
619,sapo
620,automovel
621,aviao
622,veado
623,caminhao
624,gato
625,aviao
626,cachorro
627,aviao
628,navio
629,aviao
630,passaro
631,caminhao
632,sapo
633,gato
634,automovel
635,gato
636,passaro
637,sapo
638,veado
639,sapo
640,navio
641,veado
642,sapo
643,navio
644,cachorro
645,passaro
646,navio
647,automovel
648,passaro
649,passaro
650,cavalo
651,cachorro
652,navio
653,passaro
654,sapo
655,navio
656,passaro
657,cachorro
658,automovel
659,passaro
660,veado
661,cachorro
662,caminhao
663,passaro
664,cachorro
665,navio
666,sapo
667,aviao
668,passaro
669,caminhao
670,cavalo
671,aviao
672,veado
673,cavalo
674,navio
675,cavalo
676,automovel
677,cachorro
678,veado
679,gato
680,automovel
681,aviao
682,automovel
683,veado
684,sapo
685,automovel
686,cavalo
687,gato
688,passaro
689,passaro
690,automovel
691,veado
692,sapo
693,gato
694,sapo
695,caminhao
696,passaro
697,gato
698,passaro
699,navio
700,aviao
701,veado
702,passaro
703,sapo
704,cavalo
705,gato
706,caminhao
707,veado
708,caminhao
709,cachorro
710,cachorro
711,veado
712,aviao
713,aviao
714,gato
715,veado
716,cavalo
717,caminhao
718,sapo
719,gato
720,gato
721,automovel
722,caminhao
723,cavalo
724,gato
725,sapo
726,cachorro
727,cachorro
728,automovel
729,automovel
730,gato
731,passaro
732,cavalo
733,cavalo
734,aviao
735,cachorro
736,cachorro
737,aviao
738,navio
739,passaro
740,passaro
741,aviao
742,gato
743,cachorro
744,veado
745,navio
746,veado
747,veado
748,passaro
749,aviao
750,cavalo
751,caminhao
752,automovel
753,sapo
754,navio
755,automovel
756,aviao
757,aviao
758,passaro
759,veado
760,caminhao
761,caminhao
762,gato
763,automovel
764,gato
765,veado
766,automovel
767,caminhao
768,cavalo
769,cavalo
770,veado
771,cachorro
772,automovel
773,cachorro
774,veado
775,caminhao
776,gato
777,navio
778,veado
779,gato
780,caminhao
781,aviao
782,navio
783,cavalo
784,caminhao
785,passaro
786,cachorro
787,cachorro
788,sapo
789,passaro
790,aviao
791,veado
792,automovel
793,cachorro
794,aviao
795,gato
796,automovel
797,gato
798,cachorro
799,sapo
800,passaro
801,sapo
802,sapo
803,automovel
804,sapo
805,navio
806,passaro
807,cachorro
808,veado
809,passaro
810,cachorro
811,caminhao
812,aviao
813,automovel
814,gato
815,caminhao
816,automovel
817,aviao
818,veado
819,passaro
820,sapo
821,automovel
822,automovel
823,gato
824,cachorro
825,aviao
826,gato
827,cavalo
828,cachorro
829,caminhao
830,passaro
831,passaro
832,gato
833,gato
834,veado
835,veado
836,sapo
837,automovel
838,navio
839,caminhao
840,sapo
841,passaro
842,navio
843,aviao
844,gato
845,passaro
846,automovel
847,sapo
848,veado
849,veado
850,caminhao
851,gato
852,cachorro
853,caminhao
854,cachorro
855,cachorro
856,aviao
857,aviao
858,caminhao
859,aviao
860,gato
861,veado
862,aviao
863,sapo
864,aviao
865,aviao
866,sapo
867,caminhao
868,navio
869,sapo
870,navio
871,gato
872,cachorro
873,aviao
874,caminhao
875,veado
876,veado
877,caminhao
878,veado
879,veado
880,passaro
881,cavalo
882,gato
883,sapo
884,caminhao
885,navio
886,veado
887,veado
888,caminhao
889,cavalo
890,caminhao
891,navio
892,passaro
893,caminhao
894,passaro
895,sapo
896,cachorro
897,passaro
898,cavalo
899,automovel
900,sapo
901,automovel
902,automovel
903,gato
904,veado
905,navio
906,cachorro
907,passaro
908,automovel
909,aviao
910,cachorro
911,gato
912,caminhao
913,cachorro
914,gato
915,cachorro
916,automovel
917,veado
918,sapo
919,automovel
920,aviao
921,cachorro
922,aviao
923,automovel
924,caminhao
925,aviao
926,passaro
927,passaro
928,navio
929,sapo
930,veado
931,gato
932,caminhao
933,cachorro
934,passaro
935,veado
936,automovel
937,aviao
938,cachorro
939,cachorro
940,cavalo
941,navio
942,gato
943,gato
944,gato
945,aviao
946,gato
947,automovel
948,automovel
949,cavalo
950,sapo
951,veado
952,cachorro
953,gato
954,veado
955,cachorro
956,caminhao
957,automovel
958,sapo
959,automovel
960,passaro
961,passaro
962,gato
963,sapo
964,automovel
965,aviao
966,passaro
967,aviao
968,sapo
969,sapo
970,sapo
971,navio
972,aviao
973,gato
974,sapo
975,navio
976,gato
977,passaro
978,gato
979,navio
980,navio
981,gato
982,cavalo
983,cachorro
984,passaro
985,veado
986,caminhao
987,cachorro
988,cachorro
989,caminhao
990,automovel
991,gato
992,sapo
993,navio
994,sapo
995,passaro
996,aviao
997,automovel
998,cavalo
999,passaro
1000,cavalo
1001,gato
1002,sapo
1003,cachorro
1004,gato
1005,cachorro
1006,passaro
1007,automovel
1008,aviao
1009,sapo
1010,aviao
1011,navio
1012,cavalo
1013,veado
1014,sapo
1015,automovel
1016,cavalo
1017,veado
1018,navio
1019,automovel
1020,passaro
1021,aviao
1022,gato
1023,sapo
1024,passaro
1025,passaro
1026,cavalo
1027,caminhao
1028,cachorro
1029,cavalo
1030,veado
1031,aviao
1032,automovel
1033,gato
1034,sapo
1035,sapo
1036,passaro
1037,navio
1038,veado
1039,sapo
1040,gato
1041,navio
1042,sapo
1043,automovel
1044,veado
1045,cavalo
1046,caminhao
1047,cachorro
1048,caminhao
1049,automovel
1050,navio
1051,cachorro
1052,passaro
1053,cavalo
1054,passaro
1055,aviao
1056,cachorro
1057,navio
1058,gato
1059,veado
1060,caminhao
1061,passaro
1062,gato
1063,aviao
1064,cavalo
1065,aviao
1066,veado
1067,cachorro
1068,veado
1069,cavalo
1070,cavalo
1071,cachorro
1072,aviao
1073,automovel
1074,cachorro
1075,aviao
1076,veado
1077,navio
1078,caminhao
1079,veado
1080,caminhao
1081,sapo
1082,automovel
1083,aviao
1084,caminhao
1085,aviao
1086,cavalo
1087,automovel
1088,aviao
1089,automovel
1090,veado
1091,gato
1092,veado
1093,automovel
1094,navio
1095,cachorro
1096,cachorro
1097,cachorro
1098,automovel
1099,cavalo
1100,veado
1101,cachorro
1102,automovel
1103,cavalo
1104,gato
1105,navio
1106,cachorro
1107,navio
1108,cavalo
1109,cachorro
1110,sapo
1111,caminhao
1112,automovel
1113,navio
1114,gato
1115,cavalo
1116,navio
1117,navio
1118,cachorro
1119,aviao
1120,gato
1121,aviao
1122,cachorro
1123,sapo
1124,aviao
1125,gato
1126,cachorro
1127,veado
1128,aviao
1129,caminhao
1130,navio
1131,aviao
1132,cachorro
1133,caminhao
1134,caminhao
1135,passaro
1136,caminhao
1137,veado
1138,veado
1139,passaro
1140,cavalo
1141,gato
1142,navio
1143,automovel
1144,sapo
1145,caminhao
1146,cachorro
1147,gato
1148,passaro
1149,cavalo
1150,cavalo
1151,automovel
1152,gato
1153,navio
1154,aviao
1155,veado
1156,aviao
1157,passaro
1158,automovel
1159,gato
1160,automovel
1161,cavalo
1162,caminhao
1163,navio
1164,navio
1165,aviao
1166,automovel
1167,caminhao
1168,passaro
1169,sapo
1170,gato
1171,cachorro
1172,cavalo
1173,navio
1174,automovel
1175,sapo
1176,navio
1177,passaro
1178,gato
1179,automovel
1180,caminhao
1181,aviao
1182,navio
1183,veado
1184,automovel
1185,aviao
1186,automovel
1187,navio
1188,aviao
1189,cachorro
1190,veado
1191,aviao
1192,automovel
1193,gato
1194,sapo
1195,aviao
1196,veado
1197,cachorro
1198,sapo
1199,passaro
1200,veado
1201,aviao
1202,aviao
1203,veado
1204,gato
1205,automovel
1206,passaro
1207,caminhao
1208,navio
1209,gato
1210,sapo
1211,cavalo
1212,cachorro
1213,caminhao
1214,gato
1215,sapo
1216,cachorro
1217,sapo
1218,gato
1219,sapo
1220,cachorro
1221,automovel
1222,cachorro
1223,sapo
1224,aviao
1225,navio
1226,automovel
1227,passaro
1228,aviao
1229,caminhao
1230,caminhao
1231,automovel
1232,automovel
1233,caminhao
1234,passaro
1235,navio
1236,navio
1237,aviao
1238,sapo
1239,navio
1240,passaro
1241,cachorro
1242,gato
1243,automovel
1244,automovel
1245,aviao
1246,passaro
1247,navio
1248,cachorro
1249,navio
1250,veado
1251,automovel
1252,automovel
1253,cavalo
1254,navio
1255,veado
1256,navio
1257,veado
1258,veado
1259,aviao
1260,cavalo
1261,caminhao
1262,cachorro
1263,sapo
1264,cachorro
1265,cachorro
1266,veado
1267,automovel
1268,veado
1269,gato
1270,automovel
1271,passaro
1272,cavalo
1273,aviao
1274,veado
1275,passaro
1276,gato
1277,cavalo
1278,cachorro
1279,passaro
1280,automovel
1281,caminhao
1282,aviao
1283,cavalo
1284,sapo
1285,veado
1286,cachorro
1287,passaro
1288,cavalo
1289,automovel
1290,aviao
1291,automovel
1292,veado
1293,veado
1294,gato
1295,aviao
1296,cachorro
1297,sapo
1298,veado
1299,navio
1300,veado
1301,passaro
1302,aviao
1303,automovel
1304,cachorro
1305,passaro
1306,aviao
1307,cachorro
1308,automovel
1309,aviao
1310,cavalo
1311,automovel
1312,sapo
1313,cavalo
1314,passaro
1315,caminhao
1316,sapo
1317,automovel
1318,passaro
1319,gato
1320,caminhao
1321,cavalo
1322,gato
1323,passaro
1324,sapo
1325,sapo
1326,gato
1327,caminhao
1328,cachorro
1329,cavalo
1330,passaro
1331,sapo
1332,cachorro
1333,cavalo
1334,cavalo
1335,passaro
1336,caminhao
1337,cachorro
1338,cachorro
1339,passaro
1340,cachorro
1341,veado
1342,passaro
1343,aviao
1344,automovel
1345,aviao
1346,aviao
1347,veado
1348,sapo
1349,aviao
1350,aviao
1351,automovel
1352,automovel
1353,automovel
1354,automovel
1355,cachorro
1356,cachorro
1357,passaro
1358,veado
1359,veado
1360,cavalo
1361,sapo
1362,gato
1363,passaro
1364,cavalo
1365,gato
1366,gato
1367,automovel
1368,gato
1369,gato
1370,aviao
1371,gato
1372,automovel
1373,gato
1374,sapo
1375,aviao
1376,passaro
1377,passaro
1378,veado
1379,passaro
1380,passaro
1381,caminhao
1382,navio
1383,navio
1384,navio
1385,gato
1386,passaro
1387,caminhao
1388,aviao
1389,caminhao
1390,automovel
1391,automovel
1392,veado
1393,cachorro
1394,veado
1395,caminhao
1396,gato
1397,veado
1398,veado
1399,navio
1400,sapo
1401,gato
1402,gato
1403,sapo
1404,automovel
1405,navio
1406,navio
1407,navio
1408,cachorro
1409,caminhao
1410,gato
1411,automovel
1412,cachorro
1413,veado
1414,sapo
1415,gato
1416,gato
1417,aviao
1418,cavalo
1419,sapo
1420,caminhao
1421,caminhao
1422,cavalo
1423,gato
1424,gato
1425,cavalo
1426,navio
1427,automovel
1428,cachorro
1429,sapo
1430,navio
1431,cachorro
1432,aviao
1433,passaro
1434,aviao
1435,sapo
1436,gato
1437,passaro
1438,cavalo
1439,navio
1440,cachorro
1441,cavalo
1442,aviao
1443,aviao
1444,navio
1445,cachorro
1446,caminhao
1447,gato
1448,gato
1449,veado
1450,passaro
1451,cachorro
1452,aviao
1453,caminhao
1454,cachorro
1455,cavalo
1456,automovel
1457,aviao
1458,navio
1459,gato
1460,aviao
1461,veado
1462,cachorro
1463,veado
1464,navio
1465,navio
1466,caminhao
1467,gato
1468,caminhao
1469,cavalo
1470,passaro
1471,automovel
1472,navio
1473,navio
1474,passaro
1475,gato
1476,passaro
1477,automovel
1478,veado
1479,aviao
1480,automovel
1481,cachorro
1482,sapo
1483,passaro
1484,sapo
1485,sapo
1486,cachorro
1487,caminhao
1488,navio
1489,cachorro
1490,sapo
1491,aviao
1492,veado
1493,aviao
1494,sapo
1495,cachorro
1496,cachorro
1497,gato
1498,sapo
1499,automovel
1500,veado
1501,gato
1502,veado
1503,veado
1504,passaro
1505,cavalo
1506,cachorro
1507,passaro
1508,passaro
1509,sapo
1510,cavalo
1511,automovel
1512,cavalo
1513,passaro
1514,caminhao
1515,cavalo
1516,caminhao
1517,cachorro
1518,veado
1519,cavalo
1520,navio
1521,automovel
1522,aviao
1523,cachorro
1524,veado
1525,cavalo
1526,cavalo
1527,cavalo
1528,veado
1529,aviao
1530,sapo
1531,cachorro
1532,navio
1533,cavalo
1534,caminhao
1535,veado
1536,gato
1537,navio
1538,caminhao
1539,veado
1540,passaro
1541,gato
1542,cachorro
1543,sapo
1544,sapo
1545,navio
1546,automovel
1547,passaro
1548,caminhao
1549,sapo
1550,sapo
1551,sapo
1552,sapo
1553,veado
1554,gato
1555,veado
1556,caminhao
1557,veado
1558,automovel
1559,navio
1560,cachorro
1561,veado
1562,automovel
1563,navio
1564,gato
1565,cachorro
1566,cachorro
1567,automovel
1568,gato
1569,cavalo
1570,cachorro
1571,cavalo
1572,caminhao
1573,aviao
1574,automovel
1575,cavalo
1576,cachorro
1577,gato
1578,navio
1579,veado
1580,automovel
1581,passaro
1582,gato
1583,sapo
1584,veado
1585,veado
1586,aviao
1587,veado
1588,veado
1589,cavalo
1590,caminhao
1591,gato
1592,caminhao
1593,cachorro
1594,sapo
1595,cachorro
1596,veado
1597,caminhao
1598,automovel
1599,aviao
1600,veado
1601,cavalo
1602,aviao
1603,cachorro
1604,cavalo
1605,gato
1606,caminhao
1607,sapo
1608,gato
1609,navio
1610,cavalo
1611,sapo
1612,passaro
1613,cachorro
1614,gato
1615,cavalo
1616,veado
1617,sapo
1618,gato
1619,sapo
1620,veado
1621,cachorro
1622,gato
1623,cavalo
1624,navio
1625,navio
1626,automovel
1627,cachorro
1628,caminhao
1629,passaro
1630,gato
1631,cachorro
1632,gato
1633,gato
1634,veado
1635,automovel
1636,passaro
1637,veado
1638,passaro
1639,automovel
1640,navio
1641,navio
1642,gato
1643,cachorro
1644,veado
1645,passaro
1646,veado
1647,aviao
1648,cachorro
1649,veado
1650,cachorro
1651,aviao
1652,passaro
1653,sapo
1654,aviao
1655,aviao
1656,aviao
1657,passaro
1658,gato
1659,navio
1660,aviao
1661,caminhao
1662,aviao
1663,sapo
1664,cachorro
1665,aviao
1666,aviao
1667,sapo
1668,passaro
1669,cavalo
1670,cavalo
1671,passaro
1672,navio
1673,veado
1674,navio
1675,passaro
1676,cachorro
1677,navio
1678,navio
1679,sapo
1680,passaro
1681,automovel
1682,navio
1683,cavalo
1684,veado
1685,veado
1686,gato
1687,passaro
1688,gato
1689,automovel
1690,sapo
1691,sapo
1692,navio
1693,gato
1694,cachorro
1695,automovel
1696,passaro
1697,cavalo
1698,gato
1699,automovel
1700,navio
1701,automovel
1702,sapo
1703,aviao
1704,passaro
1705,automovel
1706,passaro
1707,cachorro
1708,passaro
1709,aviao
1710,veado
1711,aviao
1712,caminhao
1713,passaro
1714,caminhao
1715,passaro
1716,sapo
1717,navio
1718,cachorro
1719,aviao
1720,automovel
1721,cavalo
1722,navio
1723,automovel
1724,passaro
1725,navio
1726,aviao
1727,caminhao
1728,cavalo
1729,cavalo
1730,navio
1731,sapo
1732,passaro
1733,veado
1734,cachorro
1735,passaro
1736,sapo
1737,cavalo
1738,navio
1739,veado
1740,cachorro
1741,caminhao
1742,sapo
1743,sapo
1744,caminhao
1745,veado
1746,sapo
1747,cavalo
1748,gato
1749,automovel
1750,sapo
1751,caminhao
1752,caminhao
1753,navio
1754,cachorro
1755,veado
1756,caminhao
1757,gato
1758,navio
1759,veado
1760,sapo
1761,veado
1762,passaro
1763,aviao
1764,aviao
1765,sapo
1766,navio
1767,navio
1768,cavalo
1769,sapo
1770,automovel
1771,gato
1772,navio
1773,gato
1774,cavalo
1775,passaro
1776,sapo
1777,gato
1778,aviao
1779,veado
1780,veado
1781,cachorro
1782,sapo
1783,navio
1784,sapo
1785,aviao
1786,automovel
1787,gato
1788,sapo
1789,cachorro
1790,sapo
1791,sapo
1792,gato
1793,sapo
1794,aviao
1795,sapo
1796,navio
1797,sapo
1798,cachorro
1799,navio
1800,automovel
1801,gato
1802,aviao
1803,aviao
1804,sapo
1805,cavalo
1806,sapo
1807,aviao
1808,sapo
1809,passaro
1810,gato
1811,cavalo
1812,automovel
1813,navio
1814,gato
1815,navio
1816,caminhao
1817,sapo
1818,gato
1819,caminhao
1820,passaro
1821,caminhao
1822,cavalo
1823,sapo
1824,gato
1825,sapo
1826,automovel
1827,sapo
1828,cachorro
1829,automovel
1830,gato
1831,gato
1832,aviao
1833,navio
1834,cavalo
1835,aviao
1836,aviao
1837,gato
1838,gato
1839,navio
1840,caminhao
1841,cachorro
1842,cavalo
1843,gato
1844,caminhao
1845,navio
1846,caminhao
1847,sapo
1848,aviao
1849,gato
1850,veado
1851,cavalo
1852,veado
1853,passaro
1854,navio
1855,cavalo
1856,aviao
1857,aviao
1858,sapo
1859,passaro
1860,navio
1861,cavalo
1862,cachorro
1863,passaro
1864,cachorro
1865,passaro
1866,cachorro
1867,veado
1868,automovel
1869,veado
1870,cachorro
1871,cachorro
1872,veado
1873,cachorro
1874,gato
1875,passaro
1876,gato
1877,caminhao
1878,navio
1879,aviao
1880,cavalo
1881,sapo
1882,passaro
1883,sapo
1884,navio
1885,cavalo
1886,cachorro
1887,veado
1888,sapo
1889,sapo
1890,caminhao
1891,cavalo
1892,gato
1893,automovel
1894,caminhao
1895,automovel
1896,navio
1897,gato
1898,cachorro
1899,aviao
1900,caminhao
1901,gato
1902,navio
1903,aviao
1904,automovel
1905,cavalo
1906,sapo
1907,cavalo
1908,automovel
1909,cavalo
1910,gato
1911,gato
1912,veado
1913,caminhao
1914,automovel
1915,navio
1916,aviao
1917,cachorro
1918,aviao
1919,sapo
1920,cachorro
1921,navio
1922,navio
1923,aviao
1924,navio
1925,automovel
1926,veado
1927,caminhao
1928,veado
1929,cachorro
1930,sapo
1931,navio
1932,cavalo
1933,gato
1934,automovel
1935,caminhao
1936,aviao
1937,aviao
1938,sapo
1939,gato
1940,navio
1941,gato
1942,caminhao
1943,cachorro
1944,aviao
1945,passaro
1946,cachorro
1947,veado
1948,aviao
1949,cavalo
1950,aviao
1951,passaro
1952,sapo
1953,cachorro
1954,passaro
1955,gato
1956,cachorro
1957,veado
1958,gato
1959,gato
1960,veado
1961,aviao
1962,veado
1963,veado
1964,automovel
1965,sapo
1966,navio
1967,sapo
1968,automovel
1969,cavalo
1970,caminhao
1971,sapo
1972,cachorro
1973,navio
1974,veado
1975,cachorro
1976,cachorro
1977,navio
1978,gato
1979,veado
1980,sapo
1981,cavalo
1982,cachorro
1983,navio
1984,cachorro
1985,navio
1986,navio
1987,veado
1988,gato
1989,automovel
1990,veado
1991,aviao
1992,cavalo
1993,navio
1994,caminhao
1995,sapo
1996,gato
1997,veado
1998,caminhao
1999,passaro
2000,gato
2001,veado
2002,veado
2003,caminhao
2004,cavalo
2005,aviao
2006,cavalo
2007,gato
2008,navio
2009,aviao
2010,gato
2011,cavalo
2012,sapo
2013,automovel
2014,gato
2015,cavalo
2016,caminhao
2017,navio
2018,cavalo
2019,gato
2020,navio
2021,automovel
2022,aviao
2023,cachorro
2024,veado
2025,aviao
2026,caminhao
2027,passaro
2028,cachorro
2029,navio
2030,gato
2031,automovel
2032,passaro
2033,passaro
2034,gato
2035,cachorro
2036,cachorro
2037,caminhao
2038,cachorro
2039,aviao
2040,cavalo
2041,aviao
2042,veado
2043,automovel
2044,cachorro
2045,automovel
2046,cavalo
2047,passaro
2048,aviao
2049,gato
2050,passaro
2051,navio
2052,passaro
2053,passaro
2054,sapo
2055,caminhao
2056,passaro
2057,cachorro
2058,passaro
2059,cavalo
2060,aviao
2061,gato
2062,cachorro
2063,automovel
2064,passaro
2065,caminhao
2066,automovel
2067,caminhao
2068,passaro
2069,passaro
2070,gato
2071,gato
2072,cachorro
2073,navio
2074,gato
2075,veado
2076,aviao
2077,gato
2078,caminhao
2079,passaro
2080,passaro
2081,gato
2082,caminhao
2083,veado
2084,gato
2085,sapo
2086,passaro
2087,automovel
2088,automovel
2089,automovel
2090,passaro
2091,aviao
2092,automovel
2093,cavalo
2094,aviao
2095,navio
2096,caminhao
2097,veado
2098,veado
2099,cavalo
2100,sapo
2101,cavalo
2102,cachorro
2103,caminhao
2104,passaro
2105,cachorro
2106,cavalo
2107,navio
2108,veado
2109,cachorro
2110,passaro
2111,passaro
2112,automovel
2113,navio
2114,cavalo
2115,cavalo
2116,caminhao
2117,automovel
2118,gato
2119,cachorro
2120,automovel
2121,automovel
2122,navio
2123,veado
2124,cavalo
2125,cavalo
2126,passaro
2127,caminhao
2128,cachorro
2129,passaro
2130,aviao
2131,passaro
2132,sapo
2133,cavalo
2134,gato
2135,veado
2136,automovel
2137,veado
2138,cavalo
2139,gato
2140,gato
2141,veado
2142,automovel
2143,aviao
2144,sapo
